"SMILES_canonical","target_feature"
"COc1ccc(C(=O)Nc2ccc(C(=O)NCCc3ccc(OC)c(OC)c3)cc2)cc1","0"
"CCCN1CCc2nn3ccccc3c2C1","1"
"CC(=NNC(N)=S)C1C=CC2C3CCC4CC(O)CCC4(C)C3CCC12C","0"
"COc1ccccc1N1CCN(Cc2cn(CCOCCOCCOCCF)nn2)CC1","1"
"COc1ccc(NC(=O)c2ccc3ccccc3n2)cc1S(=O)(=O)N1CCCCC1","0"
"CCc1nc2ccc(C(=O)Nc3ccc4c(c3)OCC(=O)N4)cn2c1N(C)Cc1nccn1C","0"
"CCOc1ccc2nc(NC(=O)C3CCN(C(=O)c4ccco4)CC3)sc2c1","0"
"CC1NCCc2cc(O)c(O)cc21","1"
"COc1cc(C)c(Cl)cc1S(=O)(=O)N1CCSC1","0"
"CN(C(=O)c1cccc(NC(=O)Cc2cccc([N+](=O)[O-])c2)c1)C1CCC1","0"
"COc1ccc(N(C)C(=O)c2cn(C3CCCCC3)c(=O)c3c2c2ccccc2n3C)cc1","0"
"COc1ccc(CN2CCNC(=O)C2CC(=O)NCCc2c[nH]c3ccccc23)c(OC)c1","0"
"Cc1ccc(C)c(NC(=O)C2CC(O)CN2C(=O)OCc2ccccc2)c1","0"
"CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)OCC(=O)Nc1ccc2c(c1)OCO2","0"
"Cc1nnc2ccc(-c3cccc(NC(=O)c4ccc(Br)o4)c3)nn12","0"
"COc1ccc(C(=O)NCC=CCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1","1"
"CCN(CC)c1ccc(C=C(C#N)C(=O)NC(C)C)o1","0"
"Cc1ccc(C)c(-n2c(CNc3ccc(F)cc3)nnc2SCC(N)=O)c1","0"
"Cc1nn(C)c(C)c1C(C)NC(=O)c1cc(COc2cncc(Cl)c2)on1","0"
"CN(Cc1ccccc1)C(=O)c1ccc2c(c1)N(Cc1ccccc1Cl)C(=O)c1ccccc1S2","0"
"CCCN1CCOC(c2ccc(O)c(N)c2)C1","1"
"COc1cccc(Oc2cncnc2-c2ccc(OC)cc2O)c1","0"
"CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2C)c(=O)n3CC(=O)c2ccccc2)C1","0"
"COc1ccccc1NS(=O)(=O)c1cc(NC(=O)C2CCCC2)ccc1N1CCOCC1","0"
"O=[N+]([O-])c1cccc(CSC2=NCCN2S(=O)(=O)c2ccccc2)c1","0"
"O=C1NC2(CCCCCC2)C(=O)N1Cc1ccccc1","0"
"COCCNC(=O)CN(C(=O)CCC(=O)Nc1cc(C)on1)c1ccc(C)cc1C","0"
"CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC","1"
"COc1cccc(OC)c1OCCNCC1CSc2ccccc2O1","0"
"Cc1csc(NC(=O)CSc2ccccc2F)n1","0"
"Clc1ccc2c(c1)C1=Nc3ncnn3C(c3ccc(Br)cc3)C1C(c1ccncc1)O2","0"
"CCCCn1c(=O)[nH]c(=O)c2c1nc(-c1cc(Cl)c(OC)c(OC)c1)n2C","0"
"COc1ccc(NS(=O)(=O)N2CCOCC2)cc1","0"
"C#CC1=CCC(N(CCC)CCCCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1","1"
"CCc1ccc(NC(=O)CSc2nnc(-c3cc4occc4n3C)n2-c2ccccc2C)cc1","0"
"O=C(CCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Nc1ccc(O)cc1C(=O)O","0"
"COc1cccc(NC(=O)N(C2CCCCC2)C(C)c2cccs2)c1","0"
"COc1cccc(NC(=O)CCc2nc(-c3cc(OC)c(OC)c(OC)c3)no2)c1","0"
"CN(C)c1ccc(NC(=O)Cn2c(SCc3ccc(F)cc3)nc3ccncc32)cc1","0"
"CCC1(C)NC(=O)N(CC(=O)Nc2sc3c(c2C(=O)OC)CCCCC3)C1=O","0"
"Cc1ccsc1C(=O)NCCc1c[nH]c2ccccc12","0"
"Sc1nnc(C2CCCCC2)n1N=Cc1ccccc1Br","0"
"Cc1ccc(S(=O)(=O)N(CC(=O)NN=C2CCN(C)CC2)c2ccc(C(C)C)cc2)cc1","0"
"COc1ccccc1CNC(=O)C(NC(=O)C1CCN(C(=O)C2CCCN2)CC1)C(C)C","0"
"CC1CC1C(=O)OCC(=O)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1Cl","0"
"CCOc1ccc(NC2=NC(=O)C(=CC(=O)OC)S2)cc1","0"
"CC1CCCC2(C1)NC(=S)N(c1ccccc1)N2","0"
"Cn1c(=O)cnn(CCCCN2CCN(c3ccccc3OCCF)CC2)c1=O","1"
"Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1","1"
"CCCCN1CC(N2CCN(Cc3ccccc3)CC2)CS1(=O)=O","0"
"CCOC(=O)N1CCN(C(=O)CNC(=O)c2nn(-c3ccc(OC)c(OC)c3)c(=O)c3ccccc23)CC1","0"
"O=C(Cc1ccc(S(=O)(=O)N2CCOCC2)s1)N(Cc1ccccc1)c1ccccc1","0"
"Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccc(Cl)c4)n2C)CC3)no1","1"
"COc1cccc(C(=O)Nc2ccc(-c3nnc(-c4ccco4)o3)cc2)c1","0"
"O=C(Nc1cc(Cl)ccc1-n1cncn1)c1cc(S(=O)(=O)N2CCOCC2)ccc1F","0"
"c1ccc2c(c1)ncn2CCCCOc1ccc2c(c1)CCC2","0"
"CCC(C)N(C(=O)CSc1ncnc2sccc12)C1C=S(O)(O)=CC1","0"
"CC(=O)N1CC2CON(C)C2CC1c1ccccc1","0"
"O=C(CCNS(=O)(=O)c1ccc(OC(F)(F)F)cc1)NC1CC1","0"
"O=C(NCCC(CF)N1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1","1"
"Cc1ccc(N2CCN(C(=O)C(=O)c3ccc4c(c3)OCO4)CC2)cc1","0"
"CC(C)(C)NC(=O)Cn1cc(S(=O)(=O)Cc2ccccc2Cl)c2ccccc21","0"
"CC12CCC(C(=Nc3ccc(N=C4C(=O)C5(C)CCC4C5(C)C)cc3)C1=O)C2(C)C","0"
"CCOc1ccc(N2C(=O)SC(=Cc3cc(OC)c(OC)c(OC)c3)C2=O)cc1","0"
"Cc1noc(Cn2c(=O)c3ccccc3n(CC(=O)Nc3ccc(F)cc3F)c2=O)n1","0"
"CSc1cccc(NC(=O)CN(c2ccccc2)S(=O)(=O)N(C)C)c1","0"
"COc1cccc(C=NNC(=O)c2cnccn2)c1","0"
"Cc1ccc(C=NNC(=O)CSc2ccccn2)o1","0"
"CS(=O)(O)=Nc1cccc(NC(=O)c2cccc3c(-c4cccnc4)coc23)c1","0"
"CCCn1c(N2CCN(C(=O)Nc3ccccc3)CC2)nc2ccccc21","0"
"O=C(CSc1nc(O)cc(-c2ccccc2)n1)N1CCOCC1","0"
"CN1C(=O)c2ccccc2C(C(=O)NCc2ccco2)C1c1c[nH]c2ccccc12","0"
"COc1ccc(CN(Cc2cccnc2)S(=O)(=O)c2ccc(-n3cnnn3)c(C)c2)cc1OC","0"
"CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)OCc1ccccc1","0"
"COc1cccc(C(C(=O)NCc2ccccc2)N2CCN(c3cccc(C)c3C)CC2)c1OC","0"
"O=C1N(CC2CCCCN2)CCN1c1cccc(C(F)(F)F)c1","1"
"COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)c2snc(C(N)=O)c2N)c2ccccc2OC)cc1","0"
"CN1CCN(NC(=O)Nc2ccc(Br)cc2)CC1","0"
"COc1ccccc1N1CCN(CCCCNC(=O)c2cccc(I)c2)CC1","1"
"O=C(COc1ccc([N+](=O)[O-])cc1)NNC(=O)Nc1cccc(F)c1","0"
"CCOC(=O)c1cnn(-c2nc3c(C)cccc3s2)c1C(F)(F)F","0"
"CC(C)C=NNC(=O)CCCCC(=O)NN=CC(C)C","0"
"CC(C)C(NC(=O)OCc1ccccc1)C(=O)OCC(=O)c1ccccc1","0"
"CN1C2=CC(C)(C)CC(=O)C2C(c2cccs2)C2C(=O)CC(C)(C)C=C21","0"
"COc1ccc(C=NNC(=O)c2c(C)nnn2-c2nonc2N)cc1OC","0"
"COc1ccc(C(c2nnnn2C(C)(C)C)N2CCN(CC=Cc3ccccc3)CC2)cc1","0"
"CCN1CCN(CCCNC(=O)c2ccc3c(=O)n(CCc4ccccc4)c(=O)[nH]c3c2)CC1","0"
"COc1ccc(NC(=O)CN(c2ccccc2C)S(C)(=O)=O)c(OC)c1","0"
"Clc1cccc(-c2sc(Nc3ccccc3)n[n+]2-c2ccccc2)c1Cl","0"
"O=C(COc1ccc(F)cc1)N1CCCCCCC1","0"
"O=C(CCNc1ccc(Cl)c(C(F)(F)F)c1)c1ccco1","0"
"Cc1cccc(NC(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)c1","0"
"CCOc1ccccc1C(=O)N1CCCCC1CCN1CCOCC1","0"
"Cc1ccc(S(=O)(=O)c2cn(C)c3cc(N4CCOCC4)c(F)cc3c2=O)c(C)c1","0"
"Cc1cc(O)n2nc(-c3ccc(C(C)(C)C)cc3)cc2n1","0"
"OC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)C1","1"
"Cc1cccc(Nc2c3c(nc4nncn24)CCC3)c1C","0"
"Cc1cc(C)c(OCC(O)CN2CCN(c3ccccn3)CC2)c(C)c1","1"
"CC(C)(C)c1cc(N=CCc2nnnn2-c2ccc(Br)cc2)no1","0"
"COc1ccc(CCNc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1OC","0"
"CC(c1ccccc1)n1cc(C(O)N2CCCC(C(N)=O)C2)cc1O","0"
"CCc1ccc2occ(CC(=O)Nc3ccc(C)c(C)c3)c2c1","0"
"CCn1c(CN2CCC(C)CC2)nc2cc(NC(=O)COc3ccc([N+](=O)[O-])cc3)ccc21","0"
"O=S(=O)(Nc1ccc2ccccc2c1)c1ccccc1","0"
"c1ccc(CN2CCC(c3cc(-c4ccccc4)n[nH]3)CC2)cc1","1"
"CCOCCCNS(=O)(=O)c1ccccc1","0"
"CCOC(=O)c1cc2cc(CC(=O)c3ccc(OCC)cc3O)ccc2o1","0"
"CN=C(Nc1ccccc1OC)Sc1cc(O)n(-c2ccc(C(=O)OC)cc2)c1O","0"
"COc1ccc(-c2coc3cc4oc(=O)c(CC(=O)O)c(C)c4cc23)cc1","0"
"O=C(Nc1nnc(S(=O)(=O)N2CCCc3ccccc32)s1)c1ccccc1Cl","0"
"CC(C)N(Cc1cnn(C)c1)C(=O)C1CCC(=O)N(CCc2cccc(F)c2)C1","0"
"COc1ccc(CCC(=O)NCc2nc3cccnc3n2Cc2ccc(OC)cc2)cc1","0"
"Cc1ccc(OCC(=O)N2CCN(C(=O)c3ccncc3)CC2)cc1","0"
"N#CC1C(=O)NC2(CCCCC2)N(c2ccccc2)C1=S","0"
"CCOC(=O)c1nc(C)sc1-c1ccnn1S(=O)(=O)c1ccc(C)cc1","0"
"CCC(C)n1c(=N)c(S(=O)(=O)c2ccccc2)cc2c(=O)n3ccccc3nc21","0"
"O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc32)c1)NC1C=S(O)(O)=CC1","0"
"O=C(NC1CCC(CCN2CCN(c3ccccc3)CC2)CC1)c1cccs1","1"
"O=C(c1[nH]c(C(F)(F)F)nc1-c1ccccc1)N1CCC(C(O)(c2ccccc2)c2ccccc2)CC1","0"
"CN1CN(c2ccccc2)C2(CCN(CCCCOc3ccc4c(c3)NC(=O)CC4)CC2)C1=O","1"
"CC(C)(C)C(=O)N(CCN(C(=O)C(C)(C)C)c1ccccc1)c1ccccc1","0"
"CCCN(CCC)C1CCc2ccc3ccoc3c2C1","1"
"CCc1cccc(C)c1NC(=O)C(CC)n1nc(C)c2c(C)n(-c3ccccc3)nc2c1=O","0"
"Cc1cc(C(=O)OCC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c2cccc(C)c2n1","0"
"O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc2nonc2c1","1"
"CC(C)(C)NC(=O)CSc1nc(O)c2cnnc-2[nH]1","0"
"Cc1ccc2nc(C)cc(C(=O)N3CCC(N4CCC(O)CC4)C(O)C3)c2c1","0"
"COc1ccc(OCC(=O)Nc2nnc(-c3ccco3)s2)cc1","0"
"CCn1c(S)nnc1C(C)NC(=O)c1ccc(Cl)cc1","0"
"Cc1cc(C)c(-c2cc(NC(=O)COC(=O)c3ccc(C#N)cc3)n(-c3ccccc3)n2)cc1C","0"
"CC(=O)c1ccc(NC(=O)c2cnn3c(C(F)F)cc(C4CC4)nc23)cc1","0"
"O=C(CS(=O)(=O)c1ccccc1)Nc1ccccn1","0"
"CN(C)S(=O)(=O)c1ccc(NC(=O)CSc2nnc(O)n2C2CC2)cc1","0"
"c1ccc(CN2CCN(CCOCCOc3ccc4c(c3)CCC4)CC2)cc1","0"
"Cc1ccc(C)c(Nc2nc3c(S(=O)(=O)c4ccc(Br)cc4)nnn3c3ccsc23)c1","0"
"CCOC(=O)C12CCCC=C1N(Cc1ccc(Cl)cc1Cl)C(=O)C(CC(=O)NCc1ccc(C)o1)C2","0"
"O=C(Cn1cnc2cc([N+](=O)[O-])ccc2c1=O)NCCc1ccc(Cl)cc1","0"
"Cc1ccc(Cc2nnc3n(-c4ccccc4)nc(C(=O)c4ccccc4)n3c2=O)cc1","0"
"CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)Cc1ccc(OC)c(OC)c1","0"
"O=C(Nc1ccccc1F)c1ccc2c(Cl)c3c(nc2c1)CCC3","0"
"COc1ccc(OC)c(NC(=O)Cn2c(=O)cc(C)c3c(C)nn(-c4cccc(Cl)c4C)c32)c1","0"
"CCn1ncc(Br)c1C(=O)Nc1cc(C)on1","0"
"Cn1c(CN2CCC(c3ccccc3)CC2)nc2ccccc21","1"
"CC(=O)c1ccccc1NC(=O)c1ccc2c(c1)NC(=O)C(C)S2","0"
"COc1ccccc1NC(=O)CNC(c1ccccc1)c1ccccc1","0"
"CCCCc1ccc(NS(=O)(=O)c2cccc(C(=O)N3CCNC(=O)C3)c2)cc1","0"
"CC(C)CC(CSc1ccccc1)N1CCN(CC(C)C)CCC1=O","0"
"O=C1C=CN(CCc2ccccn2)C(=O)C1Cc1c(F)cccc1Cl","0"
"CN1C(=O)CC2(C)C1=CCc1scnc12","0"
"O=C1CC(c2ccccc2)Cc2nc(O)c(-c3nc(-c4ccc(Cl)c(Cl)c4)cs3)cc21","0"
"O=C(NN=Cc1ccc([N+](=O)[O-])s1)c1cccc(Br)c1","0"
"CC1CN(C(C)CO)C(=O)c2cc(Br)cnc2OC1CN(C)C(=O)NC1CCCC1","0"
"O=C(CCN1C(=O)c2ccccc2S1(=O)=O)Nc1ccccc1F","0"
"COc1ccc(C(=O)NCC2OCCc3ccccc32)c(O)c1","0"
"Cc1ccc(C=NNc2ccc(F)cc2)s1","0"
"Cc1cccc(NC(=O)CNC(=O)CN2C(=O)NC3(CCCc4ccccc43)C2=O)c1C","0"
"CNC(=O)c1cc(C(=O)c2ccc(F)cc2C(F)(F)F)c[nH]1","0"
"COc1ccc(Nc2ncnc3c2nc2n3CCCC2)cc1Cl","0"
"CCC(=O)N1CCc2cc(S(=O)(=O)NCCC(=O)Nc3ccc(OC)c(OC)c3)ccc21","0"
"Cn1cnnc1SCC(=O)NC1CCCN(Cc2ccccc2F)C1","0"
"O=C(C=Cc1ccc(Cl)cc1)N1CCN(c2c(Cl)cccc2[N+](=O)[O-])CC1","0"
"C#CC1=CCC(N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1","1"
"Nc1ccc(C(=O)OCC(=O)Nc2ccc([N+](=O)[O-])cc2C(F)(F)F)cc1","0"
"CCCn1nnc(NC(=S)NC(=O)C(C)(C)C)n1","0"
"Cc1cc(C=C(C#N)C(=O)OCC(=O)Nc2ccc(OC(F)F)cc2)c(C)n1CC(C)C","0"
"CC1C(=Nc2cc(=O)oc3ccccc23)C(=O)N(c2ccccc2)N1C","0"
"COC(=O)NN=Cc1cc([N+](=O)[O-])cc(Br)c1O","0"
"CCNC(O)c1nn(-c2ccccc2C)nc1C=O","0"
"Cn1c(=O)c2c(nc(-c3ccccc3)n2C)n(Cc2ccccc2)c1=O","0"
"COc1ccc2c(c1)CCCC21CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1","1"
"C#CCN1C2CCN(C2)c2cc(Br)ccc2S1(=O)=O","0"
"Cc1ccc(-c2c3c(=O)c4ccccc4oc3c(O)n2-c2nnc(C)s2)cc1","0"
"Oc1nc(NN=Cc2ccccn2)sc1Cc1cccc(SC(F)F)c1","0"
"COc1ccccc1N1CCN(CCCN2C(=O)c3ccccc3C2=O)CC1","1"
"Cc1ccc(C(=O)COC(=O)c2cccc(N3C(=O)c4c(C)nc5ccccc5c4C3=O)c2)cc1C","0"
"COc1c(C(=O)NCCN2CCC(c3ccccc3)CC2)cc(Br)c2ccccc12","1"
"Cc1cccc2cc(C#N)c(SCc3nnc(-c4ccccc4[N+](=O)[O-])o3)nc12","0"
"COc1ccc(C(=O)NCc2ccccc2C)cc1S(=O)(=O)NC1CCCC1","0"
"CC(=O)NC1CC1c1ccccc1","0"
"CC(C)C(OC(=O)C=Cc1ccc2c(c1)OCO2)C(=O)NC(N)=O","0"
"O=C1N(CCF)CN(c2ccccc2)C12CCN(Cc1coc3ccccc13)CC2","1"
"COCc1cc(C)nc2sc(C(=O)Nc3ccccc3Br)c(N)c12","0"
"CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1cccc2ccccc12","1"
"Cc1cccc(NC(=O)CSc2cn(CC(=O)N3CCCC3)c3ccccc23)c1C","0"
"COc1ccc(NC(=O)C2(C)Cc3c(-c4cccc(C(N)=O)c4)ccnc3O2)cc1","0"
"CN1CCN(c2ccc3nc(CN4CCN(c5ccc(Cl)c(Cl)c5)CC4)cn3n2)CC1","1"
"Clc1ccccc1N1CCN(Cc2cnn3ccccc23)CC1","1"
"CCCc1nn(-c2nc3ccccc3s2)c(O)c1C=NCCCOC","0"
"Clc1ccc(N2CCN(Cc3cn4ccccc4n3)CC2)cc1","1"
"COc1ccccc1-c1cc(C(F)(F)F)nc(N2CCN(c3ccc(F)cc3)CC2)n1","0"
"Cc1ccc2n1Cc1cnnn1-c1ccccc1-2","0"
"CC(C)(C)NC(=O)COC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1N1CCOCC1","0"
"CCc1ccc(C#CC2=CC(C)(C)CC(=O)C2)cc1","0"
"O=C(c1ccc([N+](=O)[O-])cc1)C(C(=S)NCc1ccco1)[n+]1ccccc1","0"
"O=C(c1cnn2c(C(F)F)cc(-c3ccccc3)nc12)N1CCN2CCCC2C1","0"
"COc1cc(C2C(Oc3ccccc3C)C(=O)N2Cc2ccc(F)cc2)cc(OC)c1OC","0"
"COCCCNCC(O)C(F)(F)F","0"
"COc1ccc(C(=O)c2ccccc2)cc1Br","0"
"Cc1c(C(=O)Nc2cccc(F)c2)oc2c1-c1nn(Cc3c(F)cccc3Cl)cc1CC2","0"
"COc1ccc(NC(=O)CN2CCc3ccccc3C2)cc1","0"
"CCC1CCc2nc3sc(C(=O)Nc4ccc(F)c(Cl)c4)c(N)c3cc2C1","0"
"CC(C)C(=O)NC(=S)Nc1ccccc1C(=O)NC1CCCCC1","0"
"CCS(=O)(=O)N1CCN=C1SCc1ccc(F)cc1","0"
"COc1ccccc1CNC(=O)C(NC(=O)c1ccccc1C)C(C)C","0"
"O=C(NCc1ccccc1Cl)c1ccc(NC(=O)N2CCSc3ccccc32)cc1","0"
"COC(=O)COc1ccc(C2NC(=O)N=C(c3ccccc3)C2C(C)=O)cc1OC","0"
"O=C(NCCCCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1)c1ccc2ccccc2c1","1"
"CCC(C)S(=O)(=O)c1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccc(F)cc1","0"
"O=C(NCC=CCN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCF)cc1","1"
"COc1ccc(-n2nnnc2SCC(=O)Nc2nnc(C)s2)cc1OC","0"
"O=C1N(CCN2CCCCCC2)CCN1c1cccnc1","1"
"CCSc1ccccc1C(=O)NCc1cccnc1","0"
"Oc1cccc(C2CNCCO2)c1","1"
"Cc1cc(=O)c(C(=O)OC(C)C(=O)NC(N)=O)nn1-c1ccc(Cl)cc1","0"
"COc1ccc(-c2onc3ccc(Cl)cc23)cc1","0"
"Cc1ccc(C(=O)NCc2ccc3c(c2)OCO3)cc1N1CCCC1=O","0"
"CCOc1ccc(C(=O)Nc2ccc(-c3nc4cc(CC)ccc4o3)cc2)cc1","0"
"CCOC(=O)C(C#N)=Cc1ccc(OC(=O)c2ccccn2)cc1","0"
"O=C1c2ccccc2C(=O)N1CCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1","1"
"CCc1ccc(NC(=O)CON=C(C)c2cc3ccccc3o2)cc1","0"
"COc1cccc(COc2ccc3c(C)c(Cc4ccccc4)c(=O)oc3c2)c1","0"
"Cc1cn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)n(C)c1=O","1"
"CC(CC(=O)Nc1ccc(N(C)C)cc1)=NNC(=O)C(=O)NCc1ccccc1","0"
"Cn1c(=O)c2c(ncn2CC(=O)Nc2cccc(Cl)c2Cl)n(C)c1=O","0"
"CCOc1ccc(S(=O)(=O)N2CCC(C(=O)OCc3cccc(OC)c3OC)CC2)cc1","0"
"CCC(C)N(C(=O)COC(=O)c1c(C(=O)OC)c(C)nc(C)c1C(O)OC)C1C=S(O)(O)=CC1","0"
"COc1cccc(COc2cc3ccccc3nc2C)c1","0"
"O=C(NCC=CCN1CCN(c2ccccc2OCCF)CC1)c1ccc(-c2ccsc2)cc1","1"
"COc1ccc(NC(=O)C(Br)C(C)C)cc1","0"
"O=C(C=Cc1cccs1)NC(=S)NNC(=O)Cc1cccs1","0"
"COc1ccccc1N1CCN(CCCCNC(=O)C=Cc2ccc(I)cc2)CC1","1"
"COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2","0"
"COc1ccc(C2C=C(c3ccc4ccn(C)c4c3)CC(=O)C2)cc1","0"
"O=C(C=Cc1cccc(F)c1)N1CCc2ccccc21","0"
"CCOc1ccccc1C=C1CCc2ccccc2C1=O","0"
"COc1ccc(-c2cc(OC(=O)c3cccc(Cl)c3)c3c(C)oc(C)c3c(=O)c2)cc1OC","0"
"CCn1c(N2CCC(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C","0"
"CS(=O)(=O)N(CCc1ccccc1)CC(=O)N1CCCCC1","0"
"Cc1cc(=O)oc2cc(OCC(=O)OCC(=O)Nc3ccc(C(C)C)cc3)ccc12","0"
"COc1ccc2nc(O)c(CN(C(=O)c3cccnc3)c3ccccc3)cc2c1","0"
"c1ccc(CN2CCC(Nc3nc(-c4ccccc4)nc4ccccc34)CC2)cc1","0"
"CCCN(CCC)C1CCc2c(ccc3ccoc23)C1C","1"
"Cc1occc1C(=O)NCCc1ccc(Cl)cc1","0"
"COc1cccc(C2CCCN(CCN3CCN(c4cccc(Cl)c4)C3=O)C2)c1","1"
"CCN(CC)S(=O)(=O)c1ccc(Cl)c(NC(=O)CSc2cccc[n+]2[O-])c1","0"
"CC1CN(Cc2ccc(CN3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)CC(C)O1","1"
"Cc1cccc(N2CCN(C(O)c3cc(O)n(C4CCCC4)c3)CC2)c1C","0"
"O=C1C(=[SH](O)(O)c2ccccc2)C=CCCN1C(=O)c1ccc(F)cc1","0"
"Cc1csc(SCC(=O)Nc2nc3ccccc3s2)n1","0"
"O=C(Nc1ccccc1)Nc1nnc(CSCc2ccccc2Cl)s1","0"
"Cc1ncoc1-c1nnc(SCCCN2CCc3cc4onc(C)c4cc3CC2)n1C","1"
"O=C(Nc1cccc(F)c1)C1CCCCC1","0"
"CCCCOc1ccc(S(=O)(=O)NC(=O)C2(C)CCN2C(=O)c2c(C)noc2C)cc1","0"
"CC(C)Cc1ccc(C2=CSC3=NCCN23)cc1","0"
"CN1CCN(C2=Cc3ccccc3Cn3cccc32)CC1","1"
"CC1CCN(Cc2c[nH]c3ccccc23)CC1","1"
"CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1","1"
"COc1ccc(NC(=O)C2CCCN(C(=O)Nc3ccc(OC)cc3)C2)cc1","0"
"CCCCCCN1CC(O)C(n2cc(C3CC3)nn2)CC1c1ccccc1","0"
"COc1ccc(C(=O)Nc2cc(Cl)ccc2OC(=O)c2ccc(OC)cc2)cc1","0"
"COC(=O)c1c(NC(=O)c2ccco2)sc2c1CCC2","0"
"CCN(CC)c1ccc2cc(-c3nnc(Nc4ccc(C)cc4)s3)c(=O)oc2c1","0"
"O=C(NC(=S)Nc1ccccc1C(F)(F)F)c1ccccc1F","0"
"O=C(CCN1C(=O)c2ccccc2S1(=O)=O)Nc1nc2c(s1)CCCC2","0"
"CN1CCc2cc(O)ccc2Cc2[nH]c3ccccc3c2CC1","1"
"Cn1cnc(S(=O)(=O)Nc2ccc(OC(F)F)cc2)c1","0"
"CN(CCC#N)c1ccc(C=C(C#N)c2ccccn2)cc1","0"
"COc1ccc2ccccc2c1C1NC(=O)N=C(C)C1[N+](=O)[O-]","0"
"CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C","0"
"O=C(c1cc(S(=O)(=O)N2CCCC2)c[nH]1)N1CCN(c2cccc(Cl)c2)CC1","0"
"CC1(C)CC(=O)C(C=NCCN2CCN(CCCCS(=O)(=O)O)CC2)C(=O)C1","0"
"Cn1cc(CC(=NC(=O)c2ccccc2Cl)C(=O)N2CCOCC2)c2ccccc21","0"
"CC1C2=CC(C(=[SH](O)(O)N3CCOCC3)C2=O)C1(C)C","0"
"COc1ccc(OC(C)C(=O)N2CCC(C)CC2)cc1","0"
"Cc1nn(-c2ccc(Cl)cc2Cl)c(C)c1C(=O)O","0"
"Cc1cc(C)c2c(c1)C(=NNC(=O)c1ccc(O)cc1)CCC2","0"
"Cc1ccc(S(=O)(=O)N2C(C(C)(C)C)=CC(C(=O)O)C2c2cccc(C)c2)cc1","0"
"COc1ccc(CC(N)c2csc(Nc3nncc4ccccc34)n2)cc1","0"
"COc1ccc(OC)c(-c2c3c(-c4ccc(Br)cc4)n[nH]c3c(O)n2-c2ccc(Cl)cc2)c1","0"
"COc1ccc([N+](=O)[O-])cc1N(CC(O)CN1C(=O)NC(C)(C)C1=O)S(=O)(=O)c1ccc(C)cc1","0"
"Cc1ccnc2nc(NC(=O)c3ccccc3Cl)nn12","0"
"COc1ccccc1N1CCN(CCCCNC(=O)c2cc(C)ccc2C)CC1","1"
"CCOc1nc(NC(C)C)nc(N2CC3CC(C2)c2cccc(=O)n2C3)n1","0"
"COc1ccc(CC(=O)NC2c3ccccc3CCC2O)cc1","0"
"Cc1nnc(-c2cnn(C)c2N)n1CCCN(C)C","0"
"CC(C)(C)c1csc(N2CCOCC2)n1","0"
"O=c1c(=Cc2ccco2)sc2n1CN(c1cccc(Br)c1)CN=2","0"
"COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3oc2=O)CC1","1"
"Cc1cc(-c2nnc(SCC(=O)c3ccc4c(c3)OCCO4)o2)no1","0"
"O=C(O)c1ccc(CNS(=O)(=O)c2ccc(Oc3ccccc3Cl)cc2)cc1","0"
